5000,3500,4500,2250,48.59232185634296,85,60,0.6031449884359634
5000,3500,4500,2250,36.32751109163572,85,60,0.5667742228786485
5000,3500,4500,2250,33.67837623354189,85,60,0.626881391840581
5000,3500,4500,2250,34.0912055710608,85,60,0.6428170549115323
5000,3500,4500,2250,41.35450058163373,85,60,0.6109493657993503
5000,3500,4500,2250,41.91089405958503,85,60,0.5650183494668881
5000,3500,4500,2250,49.29029039471243,85,60,0.5989626703693995
5000,3500,4500,2250,43.06354193743142,85,60,0.5877344953833226
5000,3500,4500,2250,44.97813275067823,85,60,0.6348601411977779
5000,3500,4500,2250,43.0713974170347,85,60,0.6411097228631673
5000,3500,4500,2250,104.9542961854255,84,60,0.6031449884359634
5000,3500,4500,2250,109.2261347214564,84,60,0.5667742228786485
5000,3500,4500,2250,90.16776595883107,84,60,0.626881391840581
5000,3500,4500,2250,92.12888753395438,84,60,0.6428170549115323
5000,3500,4500,2250,95.97407427538764,84,60,0.6109493657993503
5000,3500,4500,2250,103.1282236616454,84,60,0.5650183494668881
5000,3500,4500,2250,106.1962510508187,84,60,0.5989626703693995
5000,3500,4500,2250,107.4435182744857,84,60,0.5877344953833226
5000,3500,4500,2250,109.2929519474386,84,60,0.6348601411977779
5000,3500,4500,2250,104.4737069383991,84,60,0.6411097228631673
5000,3500,4500,2250,40.84950655791683,78,60,0.6031449884359634
5000,3500,4500,2250,42.34907241624828,78,60,0.5667742228786485
5000,3500,4500,2250,37.35198014438593,78,60,0.626881391840581
5000,3500,4500,2250,34.51169355078756,78,60,0.6428170549115323
5000,3500,4500,2250,36.79289211769619,78,60,0.6109493657993503
5000,3500,4500,2250,42.59378165493703,78,60,0.5650183494668881
5000,3500,4500,2250,47.88029171799924,78,60,0.5989626703693995
5000,3500,4500,2250,41.5374742354754,78,60,0.5877344953833226
5000,3500,4500,2250,43.81645035695577,78,60,0.6348601411977779
5000,3500,4500,2250,31.41828515584869,78,60,0.6411097228631673
5000,3500,4500,2250,98.5369855157987,67,60,0.6031449884359634
5000,3500,4500,2250,114.0074048785092,67,60,0.5667742228786485
5000,3500,4500,2250,116.07445076434,67,60,0.626881391840581
5000,3500,4500,2250,98.4935242085853,67,60,0.6428170549115323
5000,3500,4500,2250,107.8349463689177,67,60,0.6109493657993503
5000,3500,4500,2250,108.5251033469972,67,60,0.5650183494668881
5000,3500,4500,2250,109.9273202083876,67,60,0.5989626703693995
5000,3500,4500,2250,99.03915090205066,67,60,0.5877344953833226
5000,3500,4500,2250,115.9017905610784,67,60,0.6348601411977779
5000,3500,4500,2250,112.5653236065423,67,60,0.6411097228631673
5000,3500,4500,2250,321.3670002277983,66,60,0.6031449884359634
5000,3500,4500,2250,315.004455056689,66,60,0.5667742228786485
5000,3500,4500,2250,321.2037881760651,66,60,0.626881391840581
5000,3500,4500,2250,306.9193705148913,66,60,0.6428170549115323
5000,3500,4500,2250,309.3790008746419,66,60,0.6109493657993503
5000,3500,4500,2250,310.1743812320623,66,60,0.5650183494668881
5000,3500,4500,2250,314.3621150790587,66,60,0.5989626703693995
5000,3500,4500,2250,314.1874640520696,66,60,0.5877344953833226
5000,3500,4500,2250,319.1901956041836,66,60,0.6348601411977779
5000,3500,4500,2250,308.5610601176708,66,60,0.6411097228631673
